20:46:20.121 -> Adafruit MPU6050 test!
20:46:21.623 -> Adafruit MPU6050 test!
20:46:21.879 -> MPU6050 Found!
20:46:21.879 -> Accelerometer range set to: +-8G
20:46:21.879 -> Gyro range set to: +- 500 deg/s
20:46:21.879 -> Filter bandwidth set to: 21 Hz
20:46:21.925 -> 
20:46:21.990 -> Acceleration X: -0.20, Y: -6.14, Z: -8.37 m/s^2
20:46:25.721 -> Acceleration X: -0.18, Y: -6.12, Z: -8.36 m/s^2
20:46:25.721 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:25.721 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:25.721 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.721 -> Acceleration X: -0.20, Y: -6.14, Z: -8.33 m/s^2
20:46:25.721 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.721 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:25.721 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.721 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:25.721 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.721 -> Acceleration X: -0.19, Y: -6.13, Z: -8.37 m/s^2
20:46:25.753 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.753 -> Acceleration X: -0.17, Y: -6.14, Z: -8.35 m/s^2
20:46:25.753 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.753 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:25.753 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.753 -> Acceleration X: -0.17, Y: -6.13, Z: -8.34 m/s^2
20:46:25.753 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.753 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:25.753 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.784 -> Acceleration X: -0.18, Y: -6.14, Z: -8.33 m/s^2
20:46:25.784 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.784 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:25.784 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.784 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:25.784 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.784 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:25.784 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.819 -> Acceleration X: -0.19, Y: -6.12, Z: -8.32 m/s^2
20:46:25.819 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.819 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:25.819 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.819 -> Acceleration X: -0.18, Y: -6.14, Z: -8.33 m/s^2
20:46:25.819 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.819 -> Acceleration X: -0.21, Y: -6.14, Z: -8.30 m/s^2
20:46:25.819 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.852 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:25.852 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.852 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:25.852 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.852 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:25.852 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.852 -> Acceleration X: -0.21, Y: -6.14, Z: -8.30 m/s^2
20:46:25.852 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.885 -> Acceleration X: -0.21, Y: -6.14, Z: -8.35 m/s^2
20:46:25.885 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.885 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:25.885 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.885 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:25.885 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.885 -> Acceleration X: -0.20, Y: -6.12, Z: -8.31 m/s^2
20:46:25.885 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.885 -> Acceleration X: -0.18, Y: -6.13, Z: -8.34 m/s^2
20:46:25.919 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.919 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:25.919 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.919 -> Acceleration X: -0.21, Y: -6.15, Z: -8.35 m/s^2
20:46:25.919 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.919 -> Acceleration X: -0.20, Y: -6.13, Z: -8.31 m/s^2
20:46:25.919 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.919 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:25.951 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.951 -> Acceleration X: -0.20, Y: -6.14, Z: -8.32 m/s^2
20:46:25.951 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.951 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:25.951 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.951 -> Acceleration X: -0.20, Y: -6.15, Z: -8.35 m/s^2
20:46:25.951 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.951 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:25.951 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.984 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:25.984 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.984 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:25.984 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.984 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:25.984 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.984 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:25.984 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.018 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:26.018 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.018 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:26.018 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.018 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:26.018 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.018 -> Acceleration X: -0.20, Y: -6.12, Z: -8.32 m/s^2
20:46:26.018 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.018 -> Acceleration X: -0.22, Y: -6.11, Z: -8.33 m/s^2
20:46:26.018 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.052 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:26.052 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.052 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:26.052 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:26.052 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:26.052 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.052 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:26.052 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.085 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:26.085 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.085 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:26.085 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.085 -> Acceleration X: -0.18, Y: -6.12, Z: -8.35 m/s^2
20:46:26.085 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.085 -> Acceleration X: -0.20, Y: -6.12, Z: -8.32 m/s^2
20:46:26.085 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.085 -> Acceleration X: -0.17, Y: -6.13, Z: -8.33 m/s^2
20:46:26.118 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.118 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:26.118 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.118 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:26.118 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.118 -> Acceleration X: -0.17, Y: -6.13, Z: -8.35 m/s^2
20:46:26.118 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.118 -> Acceleration X: -0.19, Y: -6.14, Z: -8.36 m/s^2
20:46:26.151 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.151 -> Acceleration X: -0.20, Y: -6.14, Z: -8.35 m/s^2
20:46:26.151 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.151 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:26.151 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.151 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:26.151 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.151 -> Acceleration X: -0.18, Y: -6.14, Z: -8.34 m/s^2
20:46:26.184 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:26.184 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:26.184 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.184 -> Acceleration X: -0.19, Y: -6.13, Z: -8.37 m/s^2
20:46:26.184 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s

20:46:26.184 -> Acceleration X: -0.18, Y: -6.14, Z: -8.34 m/s^2
20:46:26.184 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.184 -> Acceleration X: -0.17, Y: -6.12, Z: -8.33 m/s^2
20:46:26.184 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.218 -> Acceleration X: -0.19, Y: -6.13, Z: -8.31 m/s^2
20:46:26.218 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.218 -> Acceleration X: -0.19, Y: -6.12, Z: -8.30 m/s^2
20:46:26.218 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.218 -> Acceleration X: -0.18, Y: -6.11, Z: -8.32 m/s^2
20:46:26.218 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.218 -> Acceleration X: -0.19, Y: -6.11, Z: -8.31 m/s^2
20:46:26.218 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.251 -> Acceleration X: -0.18, Y: -6.11, Z: -8.32 m/s^2
20:46:26.251 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.251 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:26.251 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.251 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:26.251 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.251 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:26.251 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.251 -> Acceleration X: -0.18, Y: -6.13, Z: -8.35 m/s^2
20:46:26.284 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.284 -> Acceleration X: -0.19, Y: -6.14, Z: -8.32 m/s^2
20:46:26.284 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.284 -> Acceleration X: -0.21, Y: -6.13, Z: -8.31 m/s^2
20:46:26.284 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.284 -> Acceleration X: -0.21, Y: -6.14, Z: -8.33 m/s^2
20:46:26.284 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.284 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:26.318 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.318 -> Acceleration X: -0.20, Y: -6.14, Z: -8.33 m/s^2
20:46:26.318 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.318 -> Acceleration X: -0.21, Y: -6.11, Z: -8.32 m/s^2
20:46:26.318 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.318 -> Acceleration X: -0.18, Y: -6.13, Z: -8.37 m/s^2
20:46:26.318 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.318 -> Acceleration X: -0.17, Y: -6.14, Z: -8.35 m/s^2
20:46:26.318 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.318 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:26.351 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.351 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:26.351 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.351 -> Acceleration X: -0.21, Y: -6.11, Z: -8.35 m/s^2
20:46:26.351 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.351 -> Acceleration X: -0.18, Y: -6.10, Z: -8.32 m/s^2
20:46:26.351 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.351 -> Acceleration X: -0.18, Y: -6.12, Z: -8.35 m/s^2
20:46:26.385 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.385 -> Acceleration X: -0.17, Y: -6.13, Z: -8.35 m/s^2
20:46:26.385 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.385 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:26.385 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.385 -> Acceleration X: -0.18, Y: -6.11, Z: -8.33 m/s^2
20:46:26.385 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.385 -> Acceleration X: -0.17, Y: -6.11, Z: -8.31 m/s^2
20:46:26.385 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.417 -> Acceleration X: -0.18, Y: -6.14, Z: -8.32 m/s^2
20:46:26.417 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.417 -> Acceleration X: -0.18, Y: -6.12, Z: -8.33 m/s^2
20:46:26.417 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.417 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:26.417 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.417 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:26.417 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.452 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:26.452 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.452 -> Acceleration X: -0.18, Y: -6.12, Z: -8.33 m/s^2
20:46:26.452 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.452 -> Acceleration X: -0.18, Y: -6.12, Z: -8.33 m/s^2
20:46:26.452 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.452 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:26.452 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.452 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:26.485 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:26.485 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:26.485 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.485 -> Acceleration X: -0.21, Y: -6.14, Z: -8.34 m/s^2
20:46:26.485 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.485 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:26.485 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.485 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:26.517 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.517 -> Acceleration X: -0.18, Y: -6.15, Z: -8.35 m/s^2
20:46:26.517 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.517 -> Acceleration X: -0.19, Y: -6.15, Z: -8.35 m/s^2
20:46:26.517 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.517 -> Acceleration X: -0.18, Y: -6.15, Z: -8.36 m/s^2
20:46:26.517 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.517 -> Acceleration X: -0.19, Y: -6.15, Z: -8.34 m/s^2
20:46:26.517 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.550 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:26.550 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.550 -> Acceleration X: -0.19, Y: -6.12, Z: -8.37 m/s^2
20:46:26.550 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.550 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:26.550 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.550 -> Acceleration X: -0.18, Y: -6.12, Z: -8.32 m/s^2
20:46:26.550 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.550 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:26.582 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.582 -> Acceleration X: -0.18, Y: -6.15, Z: -8.35 m/s^2
20:46:26.582 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.582 -> Acceleration X: -0.18, Y: -6.14, Z: -8.34 m/s^2
20:46:26.582 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.582 -> Acceleration X: -0.17, Y: -6.12, Z: -8.34 m/s^2
20:46:26.582 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.582 -> Acceleration X: -0.19, Y: -6.12, Z: -8.37 m/s^2
20:46:26.582 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.622 -> Acceleration X: -0.19, Y: -6.12, Z: -8.32 m/s^2
20:46:26.622 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.622 -> Acceleration X: -0.18, Y: -6.12, Z: -8.33 m/s^2
20:46:26.622 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.622 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:26.622 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.656 -> Acceleration X: -0.17, Y: -6.12, Z: -8.34 m/s^2
20:46:26.656 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.656 -> Acceleration X: -0.17, Y: -6.12, Z: -8.32 m/s^2
20:46:26.656 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.656 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:26.656 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.689 -> Acceleration X: -0.20, Y: -6.14, Z: -8.36 m/s^2
20:46:26.689 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.689 -> Acceleration X: -0.17, Y: -6.13, Z: -8.34 m/s^2
20:46:26.689 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.689 -> Acceleration X: -0.18, Y: -6.14, Z: -8.35 m/s^2
20:46:26.689 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.689 -> Acceleration X: -0.20, Y: -6.14, Z: -8.33 m/s^2
20:46:26.689 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.724 -> Acceleration X: -0.21, Y: -6.14, Z: -8.32 m/s^2
20:46:26.724 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.724 -> Acceleration X: -0.21, Y: -6.12, Z: -8.32 m/s^2
20:46:26.724 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.724 -> Acceleration X: -0.20, Y: -6.12, Z: -8.32 m/s^2
20:46:26.724 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.724 -> Acceleration X: -0.21, Y: -6.13, Z: -8.35 m/s^2
20:46:26.724 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.724 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:26.724 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.724 -> Acceleration X: -0.17, Y: -6.10, Z: -8.33 m/s^2
20:46:26.724 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.724 -> Acceleration X: -0.17, Y: -6.13, Z: -8.33 m/s^2
20:46:26.724 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.757 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:26.757 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.757 -> Acceleration X: -0.18, Y: -6.13, Z: -8.35 m/s^2
20:46:26.757 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.757 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:26.757 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.757 -> Acceleration X: -0.18, Y: -6.13, Z: -8.35 m/s^2
20:46:26.757 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.757 -> Acceleration X: -0.17, Y: -6.14, Z: -8.34 m/s^2
20:46:26.757 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.757 -> Acceleration X: -0.20, Y: -6.14, Z: -8.36 m/s^2
20:46:26.790 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.790 -> Acceleration X: -0.19, Y: -6.15, Z: -8.34 m/s^2
20:46:26.790 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.790 -> Acceleration X: -0.20, Y: -6.15, Z: -8.32 m/s^2
20:46:26.790 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.790 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:26.790 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.790 -> Acceleration X: -0.21, Y: -6.13, Z: -8.33 m/s^2
20:46:26.790 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.822 -> Acceleration X: -0.20, Y: -6.14, Z: -8.32 m/s^2
20:46:26.822 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.822 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:26.822 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.822 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:26.822 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.822 -> Acceleration X: -0.18, Y: -6.11, Z: -8.33 m/s^2
20:46:26.822 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.856 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:26.856 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.856 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:26.856 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.856 -> Acceleration X: -0.21, Y: -6.11, Z: -8.36 m/s^2
20:46:26.856 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.856 -> Acceleration X: -0.20, Y: -6.11, Z: -8.39 m/s^2
20:46:26.856 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.856 -> Acceleration X: -0.19, Y: -6.12, Z: -8.38 m/s^2
20:46:26.888 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s

20:46:26.888 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:26.888 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.888 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:26.888 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.888 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:26.888 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.888 -> Acceleration X: -0.19, Y: -6.09, Z: -8.35 m/s^2
20:46:26.921 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.921 -> Acceleration X: -0.19, Y: -6.12, Z: -8.32 m/s^2
20:46:26.921 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.921 -> Acceleration X: -0.20, Y: -6.12, Z: -8.32 m/s^2
20:46:26.921 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.921 -> Acceleration X: -0.19, Y: -6.14, Z: -8.32 m/s^2
20:46:26.921 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
